"""Event""",,,,,,,,,,,,,,,,,
event_id,brand,parent_company,product_category,sku,product_name,price_usd,region,city,location_type,event_type,start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct
POP100100,Shiseido,Shiseido Company Limited,Fragrances,LE-863PTTE9,Shiseido Velvet Fragrance,231.73,Europe,Berlin,Department Store Atrium,Mobile Pop-Up Truck,2024-07-03,2024-08-21,49,1794,999,999,1
POP101547,Givenchy Beauty,LVMH,Eye Products,LE-V566VABJ,Givenchy Beauty Éclat Mascara,65.15,North America,Los Angeles,Art/Design District,Shop-in-Shop,2024-04-29,2024-07-09,71,534,472,737.0393504,0.6404
POP100785,Sisley-Paris,Sisley,Eye Products,LE-5NSK7OKR,Sisley-Paris Satin Mascara,63.8,Middle East,Dubai,Airport Duty-Free,Mall Kiosk,2025-02-20,2025-03-12,20,1674,1261,1641.072358,0.7684
POP101629,Tom Ford Beauty,Estée Lauder Companies,Eye Products,LE-6582YCV2,Tom Ford Beauty Velvet Mascara,36.65,North America,New York,Department Store Atrium,Mall Kiosk,2025-02-24,2025-03-30,34,681,3265,4481.196816,0.7286
POP101521,Clé de Peau Beauté,Shiseido Company Limited,Lip Products,LE-K8LU5RPJ,Clé de Peau Beauté Éclat Lipstick,60.58,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2025-06-16,2025-08-02,47,1178,4093,4268.877764,0.9588
POP100410,Chanel,Chanel Limited,Face Products,LE-JXZTAB8W,Chanel Satin Foundation,92.97,North America,Toronto,Department Store Atrium,Standalone Pop-Up,2025-05-17,2025-08-02,77,1512,3830,3830,1
POP100974,YSL Beauty,L’Oréal Group,Fragrances,LE-Z69D6NXC,YSL Beauty Velvet Serum,195.83,Middle East,Riyadh,Art/Design District,Mobile Pop-Up Truck,2024-05-25,2024-07-22,58,1329,3334,3340.012022,0.9982
POP101151,Clé de Peau Beauté,Shiseido Company Limited,Face Products,LE-5H1THLY8,Clé de Peau Beauté Pearl Setting Powder,81.37,Latin America,Bogotá,High-Street,Mall Kiosk,2025-03-20,2025-06-11,83,1503,1762,3467.138922,0.5082
POP102104,MAC Cosmetics,Estée Lauder Companies,Face Products,LE-7S1JHTQI,MAC Cosmetics Rouge Foundation,97.8,North America,Los Angeles,Luxury Mall,Shop-in-Shop,2025-06-17,2025-06-28,11,897,3184,3460.869565,0.92
POP101785,Huda Beauty,Private,Fragrances,LE-MQQYHP5E,Huda Beauty Velvet Fragrance,158.02,Latin America,São Paulo,Luxury Mall,Shop-in-Shop,2025-01-29,2025-03-02,32,1300,2288,3961.904762,0.5775
POP100940,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-H32TZQX7,Tom Ford Beauty Velvet Blush,51.91,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2024-10-24,2024-10-28,4,1045,2136,2294.060788,0.9311
POP101845,Hourglass,Unilever,Eye Products,LE-DLD1G6Y9,Hourglass Noir Mascara,36.88,North America,Los Angeles,High-Street,Flash Event,2024-12-30,2025-02-28,60,1769,2081,2403.002309,0.866
POP100817,Dior,LVMH,Fragrances,LE-PA3G9DQA,Dior Satin Fragrance,110.19,Middle East,Dubai,High-Street,Shop-in-Shop,2024-10-20,2025-01-15,87,2362,2268,2587.859425,0.8764
POP101793,Tom Ford Beauty,Estée Lauder Companies,Face Products,LE-Y1KDKHSW,Tom Ford Beauty Velvet Foundation,75.81,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-13,2024-06-10,89,1906,2853,3144.148115,0.9074
POP101393,Bobbi Brown,Estée Lauder Companies,Other,LE-CTX5FD5H,Bobbi Brown Velvet Primer,64.55,Asia-Pacific,Shanghai,Airport Duty-Free,Mall Kiosk,2024-11-19,2025-02-03,76,1295,3913,4324.234722,0.9049
POP101868,Hourglass,Unilever,Face Products,LE-1MASM2F0,Hourglass Satin Foundation,106.84,North America,New York,Department Store Atrium,Standalone Pop-Up,2025-06-25,2025-08-07,43,1274,2144,4160.683097,0.5153
POP100275,Sisley-Paris,Sisley,Fragrances,LE-QQS5MNEK,Sisley-Paris Lumière Fragrance,145.68,Middle East,Abu Dhabi,Art/Design District,Mobile Pop-Up Truck,2024-12-21,2025-01-02,12,571,557,809.9461975,0.6877
POP101640,Chanel,Chanel Limited,Fragrances,LE-ZM0I59B9,Chanel Pearl Fragrance,381.82,Europe,London,Art/Design District,Shop-in-Shop,2025-05-17,2025-07-13,57,1080,3849,4925.774251,0.7814
POP101303,Charlotte Tilbury,Puig,Eye Products,LE-HGOLEFFN,Charlotte Tilbury Éclat Eyeshadow Palette,51.07,Middle East,Jeddah,Department Store Atrium,Flash Event,2025-05-21,2025-06-11,21,915,2802,3563.072228,0.7864
POP100564,Huda Beauty,Private,Eye Products,LE-MKKONVP8,Huda Beauty Pearl Eyeshadow Palette,60.88,North America,Miami,High-Street,Shop-in-Shop,2024-07-10,2024-09-28,80,1464,235,440.9832989,0.5329
POP100120,Pat McGrath Labs,Private,Fragrances,LE-Z0180RQ9,Pat McGrath Labs Glow Fragrance,323.57,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-09,2025-04-25,47,1709,1676,2022.933011,0.8285
POP101879,Givenchy Beauty,LVMH,Eye Products,LE-1M45SZKT,Givenchy Beauty Satin Eyeshadow Palette,82.26,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,2025-01-08,2025-04-05,87,2198,1192,2074.125631,0.5747
POP102086,Guerlain,LVMH,Face Products,LE-BH9CEPR8,Guerlain Noir Foundation,115.38,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,2024-11-27,2025-02-22,87,923,2019,2645.093672,0.7633
POP100538,Valentino Beauty,L’Oréal Group,Fragrances,LE-TGC7T3WB,Valentino Beauty Glow Blush,33.51,Middle East,Dubai,Department Store Atrium,Shop-in-Shop,2025-03-24,2025-05-05,42,657,1247,2246.846847,0.555
POP100056,Valentino Beauty,L’Oréal Group,Face Products,LE-ETXOUT0S,Valentino Beauty Satin Foundation,80.01,Europe,Milan,High-Street,Mall Kiosk,2025-02-09,2025-03-15,34,1136,4028,4028,1
POP100247,YSL Beauty,L’Oréal Group,Face Products,LE-96GP38W3,YSL Beauty Opulence Foundation,94.43,Latin America,São Paulo,Department Store Atrium,Flash Event,2025-06-01,2025-06-11,10,1146,3512,4543.925475,0.7729
POP100581,Shiseido,Shiseido Company Limited,Face Products,LE-RXW8T4JE,Shiseido Glow Foundation,93.17,Middle East,Dubai,Art/Design District,Standalone Pop-Up,2025-07-08,2025-07-21,13,789,271,386.9770099,0.7003
POP101332,Sisley-Paris,Sisley,Eye Products,LE-00P2AUY1,Sisley-Paris Noir Mascara,31.71,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-07-12,2024-08-26,45,940,3498,4330.815897,0.8077
POP100932,Valentino Beauty,L’Oréal Group,Face Products,LE-JEK97CLR,Valentino Beauty Éclat Setting Powder,83.91,North America,Toronto,Luxury Mall,Flash Event,2024-09-17,2024-10-31,44,1742,2969,3641.157714,0.8154
POP101750,Guerlain,LVMH,Other,LE-BUTU4RLC,Guerlain Éclat Blush,33.48,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-15,2024-11-12,58,918,3463,3567.161104,0.9708
POP101820,Sisley-Paris,Sisley,Other,LE-MMQLTF34,Sisley-Paris Éclat Highlighter,55.97,Europe,Madrid,Art/Design District,Flash Event,2025-06-07,2025-08-11,65,868,1713,3571.726439,0.4796
POP101001,Charlotte Tilbury,Puig,Fragrances,LE-57DCP3TJ,Charlotte Tilbury Pearl Fragrance,316.58,Middle East,Riyadh,Airport Duty-Free,Standalone Pop-Up,2024-10-13,2024-11-08,26,2265,121,223.9911144,0.5402
POP102102,Sisley-Paris,Sisley,Fragrances,LE-5B8I3KVE,Sisley-Paris Velvet Fragrance,263.91,Europe,Paris,High-Street,Shop-in-Shop,2024-06-01,2024-07-18,47,1256,2497,2905.853602,0.8593
POP100535,Lancôme,L’Oréal Group,Face Products,LE-J5MVMJB0,Lancôme Opulence Foundation,70.19,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,2025-01-28,2025-03-11,42,1399,1904,2916.219942,0.6529
POP101309,Estée Lauder,Estée Lauder,Other,LE-5YMRAHBU,Estée Lauder Éclat Primer,59.55,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-08-06,2024-08-18,12,1213,2959,3217.003696,0.9198
POP100857,Pat McGrath Labs,Private,Face Products,LE-D88ZFXRJ,Pat McGrath Labs Mirage Foundation,119.78,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2025-03-24,2025-05-12,49,952,2374,2796.889727,0.8488
POP100350,Hourglass,Unilever,Other,LE-ZY0Q6OQ3,Hourglass Opulence Highlighter,36.11,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,2025-01-07,2025-01-23,16,1727,394,714.0268213,0.5518
POP101753,YSL Beauty,L’Oréal Group,Face Products,LE-HS3ODSDL,YSL Beauty Noir Setting Powder,73.7,Europe,Madrid,Airport Duty-Free,Shop-in-Shop,2025-02-20,2025-05-06,75,2445,569,993.0191972,0.573
POP101112,Rare Beauty,Private,Face Products,LE-2RGLMRD7,Rare Beauty Velvet Foundation,69.6,North America,Chicago,Department Store Atrium,Flash Event,2025-06-25,2025-07-21,26,976,501,687.9978028,0.7282
POP101117,Bobbi Brown,Estée Lauder Companies,Face Products,LE-SDP3KVXV,Bobbi Brown Opulence Foundation,96.29,Europe,Paris,Department Store Atrium,Shop-in-Shop,2025-05-19,2025-07-20,62,821,661,763.0151218,0.8663
POP100483,Bobbi Brown,Estée Lauder Companies,Face Products,LE-0N596ZLV,Bobbi Brown Noir Setting Powder,57.09,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,2024-07-21,2024-08-19,29,1567,4206,4351.78479,0.9665
POP100741,Fenty Beauty,LVMH,Lip Products,LE-Y9TV7858,Fenty Beauty Glow Lipstick,34.29,Middle East,Doha,Art/Design District,Shop-in-Shop,2024-09-26,2024-11-28,63,930,1292,2961.265185,0.4363
POP100829,Dior,LVMH,Eye Products,LE-6OOB59H9,Dior Noir Eyeshadow Palette,90.96,Europe,Berlin,Airport Duty-Free,Standalone Pop-Up,2024-02-21,2024-03-01,9,2155,2899,4112.056738,0.705
POP100486,Pat McGrath Labs,Private,Skincare,LE-YXGPPN0H,Pat McGrath Labs Éclat Serum,288.9,Asia-Pacific,Hong Kong,Department Store Atrium,Flash Event,2025-05-22,2025-07-29,68,1774,1405,1765.962795,0.7956
POP101091,Tom Ford Beauty,Estée Lauder Companies,Lip Products,LE-ALYNHX6F,Tom Ford Beauty Satin Lipstick,51.34,North America,,Airport Duty-Free,Shop-in-Shop,2025-01-28,2025-04-23,85,1481,1393,1993.132065,0.6989
POP102125,Sisley-Paris,Sisley,Lip Products,LE-G36J4C64,Sisley-Paris Satin Lipstick,33.11,Latin America,São Paulo,Art/Design District,Mobile Pop-Up Truck,2024-11-11,2025-01-22,72,1246,1092,1451.934583,0.7521
POP101748,Rare Beauty,Private,Eye Products,LE-YIWYA4YO,Rare Beauty Éclat Mascara,54.47,North America,Toronto,Airport Duty-Free,Mall Kiosk,2025-02-03,2025-04-10,66,882,993,1327.007885,0.7483
POP101655,Huda Beauty,Private,Face Products,LE-OWEPOQZW,Huda Beauty Velvet Setting Powder,84.61,Middle East,Doha,Department Store Atrium,Mall Kiosk,2024-07-13,2024-08-07,25,1509,163,207.9877504,0.7837
POP101037,Chanel,Chanel Limited,Eye Products,LE-K1KK2EG0,Chanel Satin Mascara,56.12,Latin America,Lima,Luxury Mall,Standalone Pop-Up,2024-06-27,2024-07-13,16,1804,3612,4576.786619,0.7892
POP101052,La Prairie,Beiersdorf,Other,LE-GF26ZKEG,La Prairie Noir Primer,75.9,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,2024-11-12,2024-12-10,28,1347,145,259.9964138,0.5577
POP100069,Guerlain,LVMH,Eye Products,LE-X3AX470T,Guerlain Mirage Mascara,41.02,Asia-Pacific,Seoul,Luxury Mall,Flash Event,2024-07-22,2024-09-02,42,651,1045,1286.945813,0.812
POP101361,NARS,Estée Lauder Companies,Other,LE-UMFPCAXB,NARS Velvet Primer,53.87,North America,Toronto,Luxury Mall,Standalone Pop-Up,2024-11-29,2025-02-21,84,1716,2474,3450.969452,0.7169
POP100914,Sisley-Paris,Sisley,Eye Products,LE-QO1YRSAJ,Sisley-Paris Noir Eyeshadow Palette,128.08,Latin America,Bogotá,Art/Design District,Mobile Pop-Up Truck,2024-09-09,2024-11-27,79,632,2845,3668.127901,0.7756
POP100233,Hermès Beauty,Hermès International,Fragrances,LE-RLLWWXBW,Hermès Beauty Lumière Primer,68.38,Europe,Berlin,High-Street,Standalone Pop-Up,2025-01-13,2025-04-12,89,1272,3538,4853.223594,0.729
POP100978,Guerlain,LVMH,Lip Products,LE-02NN5KPS,Guerlain Pearl Lipstick,70.69,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,2025-03-09,2025-03-22,13,612,2063,2170.893402,0.9503
POP100438,YSL Beauty,L’Oréal Group,Face Products,LE-2FZ40A6M,YSL Beauty Rouge Setting Powder,71.17,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,2024-07-21,2024-08-16,26,1452,1270,2256.975298,0.5627
POP100458,La Prairie,Beiersdorf,Other,LE-V12XD6VB,La Prairie Noir Highlighter,62.57,North America,Miami,High-Street,Flash Event,2024-05-10,2024-07-10,61,2714,767,942.0289855,0.8142
POP100786,Estée Lauder,Estée Lauder,Face Products,LE-QJ20XHM6,Estée Lauder Mirage Setting Powder,75.3,Asia-Pacific,Seoul,Airport Duty-Free,Mall Kiosk,2024-04-14,2024-06-27,74,810,564,738.0266946,0.7642
POP100281,MAC Cosmetics,Estée Lauder Companies,Eye Products,LE-KD8KBWA5,MAC Cosmetics Éclat Eyeshadow Palette,131.97,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-02-18,2024-04-10,52,2223,2206,2494.064443,0.8845
POP100759,Fenty Beauty,LVMH,Face Products,LE-OBA5RQLM,Fenty Beauty Opulence Foundation,114.56,Middle East,Riyadh,Luxury Mall,Standalone Pop-Up,2025-01-25,2025-04-21,86,1833,1426,2556.013623,0.5579
POP101914,Valentino Beauty,L’Oréal Group,Fragrances,LE-18DIP7TV,Valentino Beauty Rouge Blush,64.66,Latin America,Mexico City,Airport Duty-Free,Standalone Pop-Up,2024-03-10,2024-05-05,56,1541,2099,3200.182955,0.6559
POP101933,Pat McGrath Labs,Private,Eye Products,LE-0BBP153K,Pat McGrath Labs Noir Mascara,46.37,North America,New York,Luxury Mall,Standalone Pop-Up,2024-11-06,2024-11-18,12,1876,2976,3191.078705,0.9326
POP100807,Bobbi Brown,Estée Lauder Companies,Face Products,LE-RDL5ICYY,Bobbi Brown Opulence Setting Powder,67.04,North America,Toronto,Luxury Mall,Mall Kiosk,2024-10-30,2024-11-10,11,2017,464,711.0021453,0.6526
POP101165,Rare Beauty,Private,Eye Products,LE-XQLNOQU6,Rare Beauty Satin Mascara,43.7,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-17,2025-05-06,50,951,443,687.9950303,0.6439
POP100845,NARS,Estée Lauder Companies,Fragrances,LE-GGW6BQ0L,NARS Éclat Fragrance,356.24,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-20,2024-06-17,89,2335,2540,4757.445214,0.5339
POP101237,Huda Beauty,Private,Eye Products,LE-QGWNFSVT,Huda Beauty Éclat Mascara,39.86,Asia-Pacific,Tokyo,High-Street,Standalone Pop-Up,2024-03-04,2024-05-27,84,2574,1519,2792.792793,0.5439
POP101113,La Prairie,Beiersdorf,Other,LE-ECQUTP99,La Prairie Mirage Primer,37.4,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,2024-04-01,2024-06-22,82,1178,242,434.0028694,0.5576
POP101623,Guerlain,LVMH,Fragrances,LE-8SJKABW8,Guerlain Glow Fragrance,207.33,Middle East,Doha,High-Street,Shop-in-Shop,2024-09-26,2024-11-18,53,2365,463,798.0006894,0.5802
POP101884,Armani Beauty,L’Oréal Group,Fragrances,LE-Q6YIOLEJ,Armani Beauty Glow Highlighter,58.39,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,2025-06-16,2025-07-19,33,1205,1168,1168,1
POP100099,MAC Cosmetics,Estée Lauder Companies,Other,LE-3EYRFOWJ,MAC Cosmetics Rouge Highlighter,52.46,North America,Los Angeles,Luxury Mall,Shop-in-Shop,2024-09-13,2024-11-12,60,1990,544,723.9819005,0.7514
POP101873,Charlotte Tilbury,Puig,Other,LE-DCWQLIV3,Charlotte Tilbury Satin Blush,69.55,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,2024-08-26,2024-11-02,68,1066,385,606.0129073,0.6353
POP101302,Hermès Beauty,Hermès International,Fragrances,LE-XXOZ0LSO,Hermès Beauty Velvet Highlighter,89.41,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,2025-01-28,2025-03-02,33,1104,3631,4087.122918,0.8884
POP101709,La Prairie,Beiersdorf,Other,LE-AI8PRQ45,La Prairie Velvet Blush,59.86,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,2025-04-17,2025-07-16,90,2418,4729,4873.750386,0.9703
POP100299,Huda Beauty,Private,Fragrances,LE-XFBG3MN1,Huda Beauty Opulence Fragrance,170.04,Asia-Pacific,Seoul,Luxury Mall,Flash Event,2025-06-29,2025-07-23,24,875,2772,4895.796538,0.5662
POP100579,Valentino Beauty,L’Oréal Group,Fragrances,LE-58KDK2UZ,Valentino Beauty Éclat Primer,50.04,Asia-Pacific,Seoul,High-Street,Flash Event,2024-07-04,2024-08-14,41,2476,2886,3375.833431,0.8549
POP101619,Valentino Beauty,L’Oréal Group,Fragrances,LE-DCW5RADB,Valentino Beauty Rouge Fragrance,356.22,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,2024-12-28,2025-03-09,71,1936,2314,3607.733084,0.6414
POP101586,Rare Beauty,Private,Eye Products,LE-91SZ4PJC,Rare Beauty Éclat Eyeshadow Palette,120.63,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-02-27,2024-03-26,28,920,1140,2698.863636,0.4224
POP100239,Guerlain,LVMH,Eye Products,LE-2EHHTDXK,Guerlain Mirage Mascara,44.18,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,2025-03-04,2025-05-29,86,2103,3253,3314.990319,0.9813
POP101511,Armani Beauty,L’Oréal Group,Face Products,LE-TLG4PQTQ,Armani Beauty Noir Setting Powder,79.66,Middle East,Jeddah,High-Street,Mall Kiosk,2025-01-01,2025-03-19,77,1351,286,386.0170063,0.7409
POP100124,Valentino Beauty,L’Oréal Group,Eye Products,LE-ZOYSGU1Z,Valentino Beauty Glow Mascara,67.05,Europe,Berlin,High-Street,Flash Event,2024-08-09,2024-09-27,49,2509,671,692.9670557,0.9683
POP101448,NARS,Estée Lauder Companies,Fragrances,LE-Y2FRZWTX,NARS Pearl Fragrance,205.24,Middle East,Riyadh,High-Street,Mobile Pop-Up Truck,2024-09-25,2024-12-01,67,1100,2575,2612.091702,0.9858
POP101641,NARS,Estée Lauder Companies,Other,LE-RWX847OI,NARS Satin Primer,52.17,Middle East,Doha,Art/Design District,Mall Kiosk,2025-03-18,2025-04-10,23,1211,2396,3121.824104,0.7675
POP100495,MAC Cosmetics,Estée Lauder Companies,Eye Products,LE-8U41MRNP,MAC Cosmetics Éclat Eyeshadow Palette,126.68,Middle East,Jeddah,High-Street,Shop-in-Shop,2024-06-28,2024-09-04,68,1159,1972,2276.084949,0.8664
POP101487,Hourglass,Unilever,Skincare,LE-P144IP5N,Hourglass Pearl Serum,290.08,Europe,Paris,Art/Design District,Shop-in-Shop,2025-05-09,2025-07-29,81,1355,2712,3784.010046,0.7167
POP101220,Guerlain,LVMH,Other,LE-V94Y1RDZ,Guerlain Pearl Blush,52.46,Latin America,Buenos Aires,High-Street,Standalone Pop-Up,2025-07-09,2025-08-07,29,1979,3379,4479.056204,0.7544
POP101608,Fenty Beauty,LVMH,Fragrances,LE-SZYWLGT1,Fenty Beauty Noir Serum,83.45,North America,Miami,Department Store Atrium,Shop-in-Shop,2024-03-16,2024-06-12,88,821,1158,1381.037567,0.8385
POP101128,Pat McGrath Labs,Private,Other,LE-IWQWIQO3,Pat McGrath Labs Mirage Blush,31.59,Latin America,Lima,High-Street,Standalone Pop-Up,2024-03-03,2024-05-04,62,2410,2722,4473.294988,0.6085
POP100354,MAC Cosmetics,Estée Lauder Companies,Other,LE-0F5T82YU,MAC Cosmetics Satin Highlighter,37.55,Europe,London,Department Store Atrium,Shop-in-Shop,2024-05-17,2024-05-29,12,969,3014,3892.045455,0.7744
POP100065,Hourglass,Unilever,Face Products,LE-Z9CKW5SM,Hourglass Glow Setting Powder,43.87,Europe,Madrid,High-Street,Mall Kiosk,2025-02-28,2025-03-08,8,1558,1275,1500,0.85
POP102023,Shiseido,Shiseido Company Limited,Other,LE-YTWLJA4Q,Shiseido Glow Highlighter,40.38,Latin America,São Paulo,High-Street,Standalone Pop-Up,2024-08-03,2024-08-11,8,2388,1145,1249.045489,0.9167
POP101100,Bobbi Brown,Estée Lauder Companies,Other,LE-H3BNJCVC,Bobbi Brown Éclat Blush,37.5,Europe,Berlin,High-Street,Mall Kiosk,2025-03-10,2025-03-22,12,1572,1643,2264.020945,0.7257
POP102094,Rare Beauty,Private,Fragrances,LE-6FCRLJMF,Rare Beauty Lumière Highlighter,62.43,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2024-07-29,2024-08-27,29,833,1613,3577.289865,0.4509
POP102057,Shiseido,Shiseido Company Limited,Fragrances,LE-AX57ZI8H,Shiseido Éclat Fragrance,245.8,Latin America,Mexico City,Airport Duty-Free,Mall Kiosk,2025-03-21,2025-06-04,75,2044,1834,3768.235052,0.4867
POP100712,Lancôme,L’Oréal Group,Other,LE-Y31FRN1F,Lancôme Pearl Highlighter,88.84,Middle East,Riyadh,Department Store Atrium,Flash Event,2024-07-09,2024-07-25,16,1486,3303,4107.187267,0.8042
POP101161,Armani Beauty,L’Oréal Group,Lip Products,LE-AKWUKUQW,Armani Beauty Satin Lipstick,51.24,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,2025-05-20,2025-07-08,49,2069,3394,3577.150084,0.9488
POP102110,Dior,LVMH,Eye Products,LE-XQADWINV,Dior Satin Mascara,51.78,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-06,2024-12-17,41,1139,1439,2367.165652,0.6079
POP101804,Lancôme,L’Oréal Group,Other,LE-8XYFHZ2G,Lancôme Satin Highlighter,43.71,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-04-18,2024-04-28,10,1341,2684,2727.08799,0.9842
POP100636,Armani Beauty,L’Oréal Group,Lip Products,LE-KZXOXH2G,Armani Beauty Velvet Lipstick,56.65,Middle East,Abu Dhabi,Department Store Atrium,Standalone Pop-Up,2024-07-22,2024-09-06,46,678,1726,2591.980778,0.6659
POP101281,Lancôme,L’Oréal Group,Skincare,LE-RE0IVK9L,Lancôme Mirage Serum,236.98,Europe,Berlin,Art/Design District,Shop-in-Shop,2024-10-06,2024-11-18,43,698,2259,2931.101596,0.7707
POP100554,Estée Lauder,Estée Lauder,Lip Products,LE-CU0LSV57,Estée Lauder Noir Lipstick,77.47,Middle East,Dubai,Art/Design District,Flash Event,2024-11-30,2025-01-28,59,568,2622,3243.042672,0.8085
POP102069,Bobbi Brown,Estée Lauder Companies,Fragrances,LE-SNWBX47J,Bobbi Brown Noir Fragrance,160.28,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,2024-07-21,2024-08-07,17,1729,1954,3857.086459,0.5066
POP100618,Hermès Beauty,Hermès International,Fragrances,LE-WGIW9HWC,Hermès Beauty Glow Fragrance,303.11,Europe,Paris,High-Street,Mall Kiosk,2024-12-20,2025-01-14,25,2444,773,1776.194853,0.4352
POP101138,Clé de Peau Beauté,Shiseido Company Limited,Eye Products,LE-NDORXEMA,Clé de Peau Beauté Glow Eyeshadow Palette,94.54,Asia-Pacific,Singapore,Art/Design District,Flash Event,2025-03-08,2025-04-08,31,1098,2579,2665.908621,0.9674
POP101583,Lancôme,L’Oréal Group,Face Products,LE-J8LORTK7,Lancôme Glow Setting Powder,65.12,Asia-Pacific,Tokyo,Luxury Mall,Mall Kiosk,2025-06-06,2025-08-01,56,816,1079,1205.990835,0.8947
POP101473,Fenty Beauty,LVMH,Eye Products,LE-AW83OLKB,Fenty Beauty Mirage Eyeshadow Palette,140.02,Middle East,Dubai,Department Store Atrium,Mobile Pop-Up Truck,2024-07-04,2024-08-24,51,1770,192,213.0019969,0.9014
POP101927,Lancôme,L’Oréal Group,Face Products,LE-5IWXFJEM,Lancôme Velvet Foundation,106.54,Middle East,Dubai,High-Street,Standalone Pop-Up,2024-08-06,2024-09-01,26,1677,412,644.9592987,0.6388
POP100596,Armani Beauty,L’Oréal Group,Face Products,LE-BFFG2937,Armani Beauty Lumière Foundation,75.01,Middle East,Doha,Department Store Atrium,Flash Event,2025-05-21,2025-08-09,80,1468,3134,3258.134941,0.9619
