,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Brands""",,,,,"""Regions""",,,,,"""Products""",2133 records,,,,,"""Events""",2133 records,,,,,,,,,,,,
brand_id,brand,parent_company,,,region_id,region_name,,,,sku,product_name,category_id (FK),price_usd,,,event_id,brand_id (FK),location_id (FK),location_type_id (FK),event_type_id (FK),sku (FK),start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct,sales_conversion_rate
,,,,,,,,,,LE-5NSK7OKR,Sisley-Paris Satin Mascara,1,63.8,,,POP100785,16,23,2,4,LE-5NSK7OKR,2025-02-20,2025-03-12,20,1674,1261,1641.072358,0.7684,0.0377
,,,,,,,,,,LE-6582YCV2,Tom Ford Beauty Velvet Mascara,1,36.65,,,POP101629,5,2,4,4,LE-6582YCV2,2025-02-24,2025-03-30,34,681,3265,4481.196816,0.7286,0.141
,,,,,,,,,,LE-K8LU5RPJ,Clé de Peau Beauté Éclat Lipstick,3,60.58,,,POP101521,19,12,3,5,LE-K8LU5RPJ,2025-06-16,2025-08-02,47,1178,4093,4268.877764,0.9588,0.0739
,,,,,,,,,,LE-JXZTAB8W,Chanel Satin Foundation,5,92.97,,,POP100410,14,8,4,2,LE-JXZTAB8W,2025-05-17,2025-08-02,77,1512,3830,3830,1,0.0329
,,,,,,,,,,LE-Z69D6NXC,YSL Beauty Velvet Serum,2,195.83,,,POP100974,3,11,1,5,LE-Z69D6NXC,2024-05-25,2024-07-22,58,1329,3334,3340.012022,0.9982,0.0433
,,,,,,,,,,LE-5H1THLY8,Clé de Peau Beauté Pearl Setting Powder,5,81.37,,,POP101151,19,18,3,4,LE-5H1THLY8,2025-03-20,2025-06-11,83,1503,1762,3467.138922,0.5082,0.0141
,,,,,,,,,,LE-7S1JHTQI,MAC Cosmetics Rouge Foundation,5,97.8,,,POP102104,13,27,5,3,LE-7S1JHTQI,2025-06-17,2025-06-28,11,897,3184,3460.869565,0.92,0.3227
,,,,,,,,,,LE-MQQYHP5E,Huda Beauty Velvet Fragrance,2,158.02,,,POP101785,20,17,5,3,LE-MQQYHP5E,2025-01-29,2025-03-02,32,1300,2288,3961.904762,0.5775,0.055
,,,,,,,,,,LE-H32TZQX7,Tom Ford Beauty Velvet Blush,2,51.91,,,POP100940,5,22,2,4,LE-H32TZQX7,2024-10-24,2024-10-28,4,1045,2136,2294.060788,0.9311,0.511
,,,,,,,,,,LE-DLD1G6Y9,Hourglass Noir Mascara,1,36.88,,,POP101845,23,27,3,1,LE-DLD1G6Y9,2024-12-30,2025-02-28,60,1769,2081,2403.002309,0.866,0.0196
,,,,,,,,,,LE-PA3G9DQA,Dior Satin Fragrance,2,110.19,,,POP100817,18,23,3,3,LE-PA3G9DQA,2024-10-20,2025-01-15,87,2362,2268,2587.859425,0.8764,0.011
,,,,,,,,,,LE-Y1KDKHSW,Tom Ford Beauty Velvet Foundation,5,75.81,,,POP101793,5,4,2,5,LE-Y1KDKHSW,2024-03-13,2024-06-10,89,1906,2853,3144.148115,0.9074,0.0168
,,,,,,,,,,LE-CTX5FD5H,Bobbi Brown Velvet Primer,4,64.55,,,POP101393,17,12,2,4,LE-CTX5FD5H,2024-11-19,2025-02-03,76,1295,3913,4324.234722,0.9049,0.0398
,,,,,,,,,,LE-1MASM2F0,Hourglass Satin Foundation,5,106.84,,,POP101868,23,2,4,2,LE-1MASM2F0,2025-06-25,2025-08-07,43,1274,2144,4160.683097,0.5153,0.0391
,,,,,,,,,,LE-QQS5MNEK,Sisley-Paris Lumière Fragrance,2,145.68,,,POP100275,16,26,1,5,LE-QQS5MNEK,2024-12-21,2025-01-02,12,571,557,809.9461975,0.6877,0.0813
,,,,,,,,,,LE-ZM0I59B9,Chanel Pearl Fragrance,2,381.82,,,POP101640,14,5,1,3,LE-ZM0I59B9,2025-05-17,2025-07-13,57,1080,3849,4925.774251,0.7814,0.0625
,,,,,,,,,,LE-HGOLEFFN,Charlotte Tilbury Éclat Eyeshadow Palette,1,51.07,,,POP101303,1,20,4,1,LE-HGOLEFFN,2025-05-21,2025-06-11,21,915,2802,3563.072228,0.7864,0.1458
,,,,,,,,,,LE-MKKONVP8,Huda Beauty Pearl Eyeshadow Palette,1,60.88,,,POP100564,20,1,3,3,LE-MKKONVP8,2024-07-10,2024-09-28,80,1464,235,440.9832989,0.5329,0.002
,,,,,,,,,,LE-Z0180RQ9,Pat McGrath Labs Glow Fragrance,2,323.57,,,POP100120,9,27,2,5,LE-Z0180RQ9,2025-03-09,2025-04-25,47,1709,1676,2022.933011,0.8285,0.0209
,,,,,,,,,,LE-1M45SZKT,Givenchy Beauty Satin Eyeshadow Palette,1,82.26,,,POP101879,6,10,2,3,LE-1M45SZKT,2025-01-08,2025-04-05,87,2198,1192,2074.125631,0.5747,0.0062
,,,,,,,,,,LE-BH9CEPR8,Guerlain Noir Foundation,5,115.38,,,POP102086,7,9,4,5,LE-BH9CEPR8,2024-11-27,2025-02-22,87,923,2019,2645.093672,0.7633,0.0251
,,,,,,,,,,LE-TGC7T3WB,Valentino Beauty Glow Blush,2,33.51,,,POP100538,2,23,4,3,LE-TGC7T3WB,2025-03-24,2025-05-05,42,657,1247,2246.846847,0.555,0.0452
,,,,,,,,,,LE-ETXOUT0S,Valentino Beauty Satin Foundation,5,80.01,,,POP100056,2,16,3,4,LE-ETXOUT0S,2025-02-09,2025-03-15,34,1136,4028,4028,1,0.1043
,,,,,,,,,,LE-96GP38W3,YSL Beauty Opulence Foundation,5,94.43,,,POP100247,3,17,4,1,LE-96GP38W3,2025-06-01,2025-06-11,10,1146,3512,4543.925475,0.7729,0.3065
,,,,,,,,,,LE-RXW8T4JE,Shiseido Glow Foundation,5,93.17,,,POP100581,21,23,1,2,LE-RXW8T4JE,2025-07-08,2025-07-21,13,789,271,386.9770099,0.7003,0.0264
,,,,,,,,,,LE-00P2AUY1,Sisley-Paris Noir Mascara,1,31.71,,,POP101332,16,21,3,4,LE-00P2AUY1,2024-07-12,2024-08-26,45,940,3498,4330.815897,0.8077,0.0827
,,,,,,,,,,LE-JEK97CLR,Valentino Beauty Éclat Setting Powder,5,83.91,,,POP100932,2,8,5,1,LE-JEK97CLR,2024-09-17,2024-10-31,44,1742,2969,3641.157714,0.8154,0.0387
,,,,,,,,,,LE-BUTU4RLC,Guerlain Éclat Blush,4,33.48,,,POP101750,7,13,2,5,LE-BUTU4RLC,2024-09-15,2024-11-12,58,918,3463,3567.161104,0.9708,0.065
,,,,,,,,,,LE-MMQLTF34,Sisley-Paris Éclat Highlighter,4,55.97,,,POP101820,16,6,1,1,LE-MMQLTF34,2025-06-07,2025-08-11,65,868,1713,3571.726439,0.4796,0.0304
,,,,,,,,,,LE-57DCP3TJ,Charlotte Tilbury Pearl Fragrance,2,316.58,,,POP101001,1,11,2,2,LE-57DCP3TJ,2024-10-13,2024-11-08,26,2265,121,223.9911144,0.5402,0.0021
,,,,,,,,,,LE-5B8I3KVE,Sisley-Paris Velvet Fragrance,2,263.91,,,POP102102,16,24,3,3,LE-5B8I3KVE,2024-06-01,2024-07-18,47,1256,2497,2905.853602,0.8593,0.0423
,,,,,,,,,,LE-J5MVMJB0,Lancôme Opulence Foundation,5,70.19,,,POP100535,24,9,5,5,LE-J5MVMJB0,2025-01-28,2025-03-11,42,1399,1904,2916.219942,0.6529,0.0324
,,,,,,,,,,LE-5YMRAHBU,Estée Lauder Éclat Primer,4,59.55,,,POP101309,10,21,5,1,LE-5YMRAHBU,2024-08-06,2024-08-18,12,1213,2959,3217.003696,0.9198,0.2033
,,,,,,,,,,LE-D88ZFXRJ,Pat McGrath Labs Mirage Foundation,5,119.78,,,POP100857,9,11,2,3,LE-D88ZFXRJ,2025-03-24,2025-05-12,49,952,2374,2796.889727,0.8488,0.0509
,,,,,,,,,,LE-ZY0Q6OQ3,Hourglass Opulence Highlighter,4,36.11,,,POP100350,23,26,5,3,LE-ZY0Q6OQ3,2025-01-07,2025-01-23,16,1727,394,714.0268213,0.5518,0.0143
,,,,,,,,,,LE-HS3ODSDL,YSL Beauty Noir Setting Powder,5,73.7,,,POP101753,3,6,2,3,LE-HS3ODSDL,2025-02-20,2025-05-06,75,2445,569,993.0191972,0.573,0.0031
,,,,,,,,,,LE-2RGLMRD7,Rare Beauty Velvet Foundation,5,69.6,,,POP101112,8,4,4,1,LE-2RGLMRD7,2025-06-25,2025-07-21,26,976,501,687.9978028,0.7282,0.0197
,,,,,,,,,,LE-SDP3KVXV,Bobbi Brown Opulence Foundation,5,96.29,,,POP101117,17,24,4,3,LE-SDP3KVXV,2025-05-19,2025-07-20,62,821,661,763.0151218,0.8663,0.013
,,,,,,,,,,LE-0N596ZLV,Bobbi Brown Noir Setting Powder,5,57.09,,,POP100483,17,25,5,2,LE-0N596ZLV,2024-07-21,2024-08-19,29,1567,4206,4351.78479,0.9665,0.0926
,,,,,,,,,,LE-Y9TV7858,Fenty Beauty Glow Lipstick,3,34.29,,,POP100741,22,22,1,3,LE-Y9TV7858,2024-09-26,2024-11-28,63,930,1292,2961.265185,0.4363,0.0221
,,,,,,,,,,LE-6OOB59H9,Dior Noir Eyeshadow Palette,1,90.96,,,POP100829,18,3,2,2,LE-6OOB59H9,2024-02-21,2024-03-01,9,2155,2899,4112.056738,0.705,0.1495
,,,,,,,,,,LE-YXGPPN0H,Pat McGrath Labs Éclat Serum,6,288.9,,,POP100486,9,19,4,1,LE-YXGPPN0H,2025-05-22,2025-07-29,68,1774,1405,1765.962795,0.7956,0.0116
,,,,,,,,,,LE-ALYNHX6F,Tom Ford Beauty Satin Lipstick,3,51.34,,,POP101091,5,30,2,3,LE-ALYNHX6F,2025-01-28,2025-04-23,85,1481,1393,1993.132065,0.6989,0.0111
,,,,,,,,,,LE-G36J4C64,Sisley-Paris Satin Lipstick,3,33.11,,,POP102125,16,17,1,5,LE-G36J4C64,2024-11-11,2025-01-22,72,1246,1092,1451.934583,0.7521,0.0122
,,,,,,,,,,LE-YIWYA4YO,Rare Beauty Éclat Mascara,1,54.47,,,POP101748,8,8,2,4,LE-YIWYA4YO,2025-02-03,2025-04-10,66,882,993,1327.007885,0.7483,0.0171
,,,,,,,,,,LE-OWEPOQZW,Huda Beauty Velvet Setting Powder,5,84.61,,,POP101655,20,22,4,4,LE-OWEPOQZW,2024-07-13,2024-08-07,25,1509,163,207.9877504,0.7837,0.0043
,,,,,,,,,,LE-K1KK2EG0,Chanel Satin Mascara,1,56.12,,,POP101037,14,13,5,2,LE-K1KK2EG0,2024-06-27,2024-07-13,16,1804,3612,4576.786619,0.7892,0.1251
,,,,,,,,,,LE-GF26ZKEG,La Prairie Noir Primer,4,75.9,,,POP101052,12,9,4,3,LE-GF26ZKEG,2024-11-12,2024-12-10,28,1347,145,259.9964138,0.5577,0.0038
,,,,,,,,,,LE-X3AX470T,Guerlain Mirage Mascara,1,41.02,,,POP100069,7,10,5,1,LE-X3AX470T,2024-07-22,2024-09-02,42,651,1045,1286.945813,0.812,0.0382
,,,,,,,,,,LE-UMFPCAXB,NARS Velvet Primer,4,53.87,,,POP101361,15,8,5,2,LE-UMFPCAXB,2024-11-29,2025-02-21,84,1716,2474,3450.969452,0.7169,0.0172
,,,,,,,,,,LE-QO1YRSAJ,Sisley-Paris Noir Eyeshadow Palette,1,128.08,,,POP100914,16,18,1,5,LE-QO1YRSAJ,2024-09-09,2024-11-27,79,632,2845,3668.127901,0.7756,0.057
,,,,,,,,,,LE-RLLWWXBW,Hermès Beauty Lumière Primer,2,68.38,,,POP100233,4,3,3,2,LE-RLLWWXBW,2025-01-13,2025-04-12,89,1272,3538,4853.223594,0.729,0.0313
,,,,,,,,,,LE-02NN5KPS,Guerlain Pearl Lipstick,3,70.69,,,POP100978,7,11,4,4,LE-02NN5KPS,2025-03-09,2025-03-22,13,612,2063,2170.893402,0.9503,0.2593
,,,,,,,,,,LE-2FZ40A6M,YSL Beauty Rouge Setting Powder,5,71.17,,,POP100438,3,13,5,5,LE-2FZ40A6M,2024-07-21,2024-08-16,26,1452,1270,2256.975298,0.5627,0.0336
,,,,,,,,,,LE-V12XD6VB,La Prairie Noir Highlighter,4,62.57,,,POP100458,12,1,3,1,LE-V12XD6VB,2024-05-10,2024-07-10,61,2714,767,942.0289855,0.8142,0.0046
,,,,,,,,,,LE-QJ20XHM6,Estée Lauder Mirage Setting Powder,5,75.3,,,POP100786,10,10,2,4,LE-QJ20XHM6,2024-04-14,2024-06-27,74,810,564,738.0266946,0.7642,0.0094
,,,,,,,,,,LE-KD8KBWA5,MAC Cosmetics Éclat Eyeshadow Palette,1,131.97,,,POP100281,13,20,2,4,LE-KD8KBWA5,2024-02-18,2024-04-10,52,2223,2206,2494.064443,0.8845,0.0191
,,,,,,,,,,LE-OBA5RQLM,Fenty Beauty Opulence Foundation,5,114.56,,,POP100759,22,11,5,2,LE-OBA5RQLM,2025-01-25,2025-04-21,86,1833,1426,2556.013623,0.5579,0.009
,,,,,,,,,,LE-18DIP7TV,Valentino Beauty Rouge Blush,2,64.66,,,POP101914,2,25,2,2,LE-18DIP7TV,2024-03-10,2024-05-05,56,1541,2099,3200.182955,0.6559,0.0243
,,,,,,,,,,LE-0BBP153K,Pat McGrath Labs Noir Mascara,1,46.37,,,POP101933,9,2,5,2,LE-0BBP153K,2024-11-06,2024-11-18,12,1876,2976,3191.078705,0.9326,0.1322
,,,,,,,,,,LE-RDL5ICYY,Bobbi Brown Opulence Setting Powder,5,67.04,,,POP100807,17,8,5,4,LE-RDL5ICYY,2024-10-30,2024-11-10,11,2017,464,711.0021453,0.6526,0.0209
,,,,,,,,,,LE-XQLNOQU6,Rare Beauty Satin Mascara,1,43.7,,,POP101165,8,3,2,5,LE-XQLNOQU6,2025-03-17,2025-05-06,50,951,443,687.9950303,0.6439,0.0093
,,,,,,,,,,LE-GGW6BQ0L,NARS Éclat Fragrance,2,356.24,,,POP100845,15,20,2,5,LE-GGW6BQ0L,2024-03-20,2024-06-17,89,2335,2540,4757.445214,0.5339,0.0122
,,,,,,,,,,LE-QGWNFSVT,Huda Beauty Éclat Mascara,1,39.86,,,POP101237,20,7,3,2,LE-QGWNFSVT,2024-03-04,2024-05-27,84,2574,1519,2792.792793,0.5439,0.007
,,,,,,,,,,LE-ECQUTP99,La Prairie Mirage Primer,4,37.4,,,POP101113,12,12,2,1,LE-ECQUTP99,2024-04-01,2024-06-22,82,1178,242,434.0028694,0.5576,0.0025
,,,,,,,,,,LE-8SJKABW8,Guerlain Glow Fragrance,2,207.33,,,POP101623,7,22,3,3,LE-8SJKABW8,2024-09-26,2024-11-18,53,2365,463,798.0006894,0.5802,0.0037
,,,,,,,,,,LE-Q6YIOLEJ,Armani Beauty Glow Highlighter,2,58.39,,,POP101884,11,8,2,2,LE-Q6YIOLEJ,2025-06-16,2025-07-19,33,1205,1168,1168,1,0.0294
,,,,,,,,,,LE-3EYRFOWJ,MAC Cosmetics Rouge Highlighter,4,52.46,,,POP100099,13,27,5,3,LE-3EYRFOWJ,2024-09-13,2024-11-12,60,1990,544,723.9819005,0.7514,0.0046
,,,,,,,,,,LE-DCWQLIV3,Charlotte Tilbury Satin Blush,4,69.55,,,POP101873,1,10,4,5,LE-DCWQLIV3,2024-08-26,2024-11-02,68,1066,385,606.0129073,0.6353,0.0053
,,,,,,,,,,LE-XXOZ0LSO,Hermès Beauty Velvet Highlighter,2,89.41,,,POP101302,4,10,3,5,LE-XXOZ0LSO,2025-01-28,2025-03-02,33,1104,3631,4087.122918,0.8884,0.0997
,,,,,,,,,,LE-AI8PRQ45,La Prairie Velvet Blush,4,59.86,,,POP101709,12,26,2,4,LE-AI8PRQ45,2025-04-17,2025-07-16,90,2418,4729,4873.750386,0.9703,0.0217
,,,,,,,,,,LE-XFBG3MN1,Huda Beauty Opulence Fragrance,2,170.04,,,POP100299,20,10,5,1,LE-XFBG3MN1,2025-06-29,2025-07-23,24,875,2772,4895.796538,0.5662,0.132
,,,,,,,,,,LE-58KDK2UZ,Valentino Beauty Éclat Primer,2,50.04,,,POP100579,2,10,3,1,LE-58KDK2UZ,2024-07-04,2024-08-14,41,2476,2886,3375.833431,0.8549,0.0284
,,,,,,,,,,LE-DCW5RADB,Valentino Beauty Rouge Fragrance,2,356.22,,,POP101619,2,26,2,4,LE-DCW5RADB,2024-12-28,2025-03-09,71,1936,2314,3607.733084,0.6414,0.0168
,,,,,,,,,,LE-91SZ4PJC,Rare Beauty Éclat Eyeshadow Palette,1,120.63,,,POP101586,8,6,1,2,LE-91SZ4PJC,2024-02-27,2024-03-26,28,920,1140,2698.863636,0.4224,0.0443
,,,,,,,,,,LE-2EHHTDXK,Guerlain Mirage Mascara,1,44.18,,,POP100239,7,19,2,4,LE-2EHHTDXK,2025-03-04,2025-05-29,86,2103,3253,3314.990319,0.9813,0.018
,,,,,,,,,,LE-TLG4PQTQ,Armani Beauty Noir Setting Powder,5,79.66,,,POP101511,11,20,3,4,LE-TLG4PQTQ,2025-01-01,2025-03-19,77,1351,286,386.0170063,0.7409,0.0027
,,,,,,,,,,LE-ZOYSGU1Z,Valentino Beauty Glow Mascara,1,67.05,,,POP100124,2,3,3,1,LE-ZOYSGU1Z,2024-08-09,2024-09-27,49,2509,671,692.9670557,0.9683,0.0055
,,,,,,,,,,LE-Y2FRZWTX,NARS Pearl Fragrance,2,205.24,,,POP101448,15,11,3,5,LE-Y2FRZWTX,2024-09-25,2024-12-01,67,1100,2575,2612.091702,0.9858,0.0349
,,,,,,,,,,LE-RWX847OI,NARS Satin Primer,4,52.17,,,POP101641,15,22,1,4,LE-RWX847OI,2025-03-18,2025-04-10,23,1211,2396,3121.824104,0.7675,0.086
,,,,,,,,,,LE-8U41MRNP,MAC Cosmetics Éclat Eyeshadow Palette,1,126.68,,,POP100495,13,20,3,3,LE-8U41MRNP,2024-06-28,2024-09-04,68,1159,1972,2276.084949,0.8664,0.025
,,,,,,,,,,LE-P144IP5N,Hourglass Pearl Serum,6,290.08,,,POP101487,23,24,1,3,LE-P144IP5N,2025-05-09,2025-07-29,81,1355,2712,3784.010046,0.7167,0.0247
,,,,,,,,,,LE-V94Y1RDZ,Guerlain Pearl Blush,4,52.46,,,POP101220,7,9,3,2,LE-V94Y1RDZ,2025-07-09,2025-08-07,29,1979,3379,4479.056204,0.7544,0.0589
,,,,,,,,,,LE-SZYWLGT1,Fenty Beauty Noir Serum,2,83.45,,,POP101608,22,1,4,3,LE-SZYWLGT1,2024-03-16,2024-06-12,88,821,1158,1381.037567,0.8385,0.016
,,,,,,,,,,LE-IWQWIQO3,Pat McGrath Labs Mirage Blush,4,31.59,,,POP101128,9,13,3,2,LE-IWQWIQO3,2024-03-03,2024-05-04,62,2410,2722,4473.294988,0.6085,0.0182
,,,,,,,,,,LE-0F5T82YU,MAC Cosmetics Satin Highlighter,4,37.55,,,POP100354,13,5,4,3,LE-0F5T82YU,2024-05-17,2024-05-29,12,969,3014,3892.045455,0.7744,0.2592
,,,,,,,,,,LE-Z9CKW5SM,Hourglass Glow Setting Powder,5,43.87,,,POP100065,23,6,3,4,LE-Z9CKW5SM,2025-02-28,2025-03-08,8,1558,1275,1500,0.85,0.1023
,,,,,,,,,,LE-YTWLJA4Q,Shiseido Glow Highlighter,4,40.38,,,POP102023,21,17,3,2,LE-YTWLJA4Q,2024-08-03,2024-08-11,8,2388,1145,1249.045489,0.9167,0.0599
,,,,,,,,,,LE-H3BNJCVC,Bobbi Brown Éclat Blush,4,37.5,,,POP101100,17,3,3,4,LE-H3BNJCVC,2025-03-10,2025-03-22,12,1572,1643,2264.020945,0.7257,0.0871
,,,,,,,,,,LE-6FCRLJMF,Rare Beauty Lumière Highlighter,2,62.43,,,POP102094,8,4,5,5,LE-6FCRLJMF,2024-07-29,2024-08-27,29,833,1613,3577.289865,0.4509,0.0668
,,,,,,,,,,LE-AX57ZI8H,Shiseido Éclat Fragrance,2,245.8,,,POP102057,21,25,2,4,LE-AX57ZI8H,2025-03-21,2025-06-04,75,2044,1834,3768.235052,0.4867,0.012
,,,,,,,,,,LE-Y31FRN1F,Lancôme Pearl Highlighter,4,88.84,,,POP100712,24,11,4,1,LE-Y31FRN1F,2024-07-09,2024-07-25,16,1486,3303,4107.187267,0.8042,0.1389
,,,,,,,,,,LE-AKWUKUQW,Armani Beauty Satin Lipstick,3,51.24,,,POP101161,11,10,2,2,LE-AKWUKUQW,2025-05-20,2025-07-08,49,2069,3394,3577.150084,0.9488,0.0335
,,,,,,,,,,LE-XQADWINV,Dior Satin Mascara,1,51.78,,,POP102110,18,17,2,5,LE-XQADWINV,2024-11-06,2024-12-17,41,1139,1439,2367.165652,0.6079,0.0308
,,,,,,,,,,LE-8XYFHZ2G,Lancôme Satin Highlighter,4,43.71,,,POP101804,24,26,2,1,LE-8XYFHZ2G,2024-04-18,2024-04-28,10,1341,2684,2727.08799,0.9842,0.2001
,,,,,,,,,,LE-KZXOXH2G,Armani Beauty Velvet Lipstick,3,56.65,,,POP100636,11,26,4,2,LE-KZXOXH2G,2024-07-22,2024-09-06,46,678,1726,2591.980778,0.6659,0.0553
,,,,,,,,,,LE-RE0IVK9L,Lancôme Mirage Serum,6,236.98,,,POP101281,24,3,1,3,LE-RE0IVK9L,2024-10-06,2024-11-18,43,698,2259,2931.101596,0.7707,0.0753
,,,,,,,,,,LE-CU0LSV57,Estée Lauder Noir Lipstick,3,77.47,,,POP100554,10,23,1,1,LE-CU0LSV57,2024-11-30,2025-01-28,59,568,2622,3243.042672,0.8085,0.0782
,,,,,,,,,,LE-SNWBX47J,Bobbi Brown Noir Fragrance,2,160.28,,,POP102069,17,8,2,2,LE-SNWBX47J,2024-07-21,2024-08-07,17,1729,1954,3857.086459,0.5066,0.0665
,,,,,,,,,,LE-WGIW9HWC,Hermès Beauty Glow Fragrance,2,303.11,,,POP100618,4,24,3,4,LE-WGIW9HWC,2024-12-20,2025-01-14,25,2444,773,1776.194853,0.4352,0.0127
,,,,,,,,,,LE-NDORXEMA,Clé de Peau Beauté Glow Eyeshadow Palette,1,94.54,,,POP101138,19,21,1,1,LE-NDORXEMA,2025-03-08,2025-04-08,31,1098,2579,2665.908621,0.9674,0.0758
,,,,,,,,,,LE-J8LORTK7,Lancôme Glow Setting Powder,5,65.12,,,POP101583,24,7,5,4,LE-J8LORTK7,2025-06-06,2025-08-01,56,816,1079,1205.990835,0.8947,0.0236
,,,,,,,,,,LE-AW83OLKB,Fenty Beauty Mirage Eyeshadow Palette,1,140.02,,,POP101473,22,23,4,5,LE-AW83OLKB,2024-07-04,2024-08-24,51,1770,192,213.0019969,0.9014,0.0021
,,,,,,,,,,LE-5IWXFJEM,Lancôme Velvet Foundation,5,106.54,,,POP101927,24,23,3,2,LE-5IWXFJEM,2024-08-06,2024-09-01,26,1677,412,644.9592987,0.6388,0.0094
,,,,,,,,,,LE-BFFG2937,Armani Beauty Lumière Foundation,5,75.01,,,POP100596,11,22,4,1,LE-BFFG2937,2025-05-21,2025-08-09,80,1468,3134,3258.134941,0.9619,0.0267
,,,,,,,,,,LE-IL772NDC,Pat McGrath Labs Pearl Primer,4,78.33,,,POP100185,9,13,2,2,LE-IL772NDC,2024-10-21,2024-11-21,31,1765,2714,3888.809285,0.6979,0.0496
,,,,,,,,,,LE-J1PBTGUH,Shiseido Velvet Highlighter,4,81.51,,,POP100637,21,21,2,1,LE-J1PBTGUH,2025-01-24,2025-02-18,25,883,571,612.9898014,0.9315,0.0259
,,,,,,,,,,LE-A8PT9WBM,NARS Noir Mascara,1,40.04,,,POP100212,15,30,4,4,LE-A8PT9WBM,2024-08-02,2024-08-12,10,1707,1560,1799.10045,0.8671,0.0914
,,,,,,,,,,LE-42JUCIY6,Clé de Peau Beauté Rouge Eyeshadow Palette,1,119.56,,,POP101617,19,9,4,1,LE-42JUCIY6,2025-04-05,2025-06-12,68,1760,663,1152.041703,0.5755,0.0055
,,,,,,,,,,LE-DK22L94Y,Huda Beauty Éclat Mascara,1,72.92,,,POP101749,20,22,5,4,LE-DK22L94Y,2024-07-18,2024-09-12,56,1473,1570,2086.101515,0.7526,0.019
,,,,,,,,,,LE-ZE0W4389,Hermès Beauty Éclat Lipstick,3,56.54,,,POP101509,4,6,1,1,LE-ZE0W4389,2025-02-19,2025-03-08,17,1112,577,899.033967,0.6418,0.0305
,,,,,,,,,,LE-XP19SG22,NARS Satin Setting Powder,5,59.32,,,POP100134,15,16,2,1,LE-XP19SG22,2024-10-14,2024-11-09,26,1237,4145,4489.818024,0.9232,0.1289
,,,,,,,,,,LE-SO1U3PWD,Sisley-Paris Noir Mascara,1,45.95,,,POP100096,16,18,4,2,LE-SO1U3PWD,2024-05-05,2024-06-27,53,1421,2024,3062.027231,0.661,0.0269
,,,,,,,,,,LE-EGTWQEOD,Pat McGrath Labs Rouge Serum,6,180.64,,,POP102032,9,21,3,4,LE-EGTWQEOD,2024-06-05,2024-08-08,64,1720,1828,2823.166023,0.6475,0.0166
,,,,,,,,,,LE-K1K7THD4,Fenty Beauty Glow Blush,2,53.21,,,POP101018,22,7,3,3,LE-K1K7THD4,2024-03-05,2024-05-27,83,2323,1149,2709.90566,0.424,0.006
,,,,,,,,,,LE-S1QKEAC9,Hermès Beauty Noir Highlighter,2,56.16,,,POP101232,4,17,4,3,LE-S1QKEAC9,2025-01-31,2025-02-15,15,1196,1933,3515.184579,0.5499,0.1077
,,,,,,,,,,LE-2765UXVM,NARS Velvet Serum,6,275.74,,,POP101389,15,30,1,2,LE-2765UXVM,2024-08-01,2024-08-24,23,481,799,875.0410689,0.9131,0.0722
,,,,,,,,,,LE-FMD9EX95,Bobbi Brown Mirage Mascara,1,51.47,,,POP100188,17,27,4,5,LE-FMD9EX95,2024-03-26,2024-06-16,82,1407,869,1474.881195,0.5892,0.0075
,,,,,,,,,,LE-6OROBCT0,Hourglass Rouge Setting Powder,5,51.77,,,POP101565,23,21,2,1,LE-6OROBCT0,2025-03-08,2025-04-23,46,2374,3767,4547.86913,0.8283,0.0345
,,,,,,,,,,LE-GJ8YS5BX,Chanel Glow Mascara,1,35.39,,,POP101071,14,9,5,5,LE-GJ8YS5BX,2024-07-06,2024-09-18,74,725,209,227.9917094,0.9167,0.0039
,,,,,,,,,,LE-XZR6KFD7,Armani Beauty Velvet Highlighter,2,40.57,,,POP100930,11,19,2,1,LE-XZR6KFD7,2025-01-23,2025-03-06,42,1995,4800,4811.065451,0.9977,0.0573
,,,,,,,,,,LE-8JV6H8EN,Bobbi Brown Satin Primer,4,70.84,,,POP101997,17,11,3,4,LE-8JV6H8EN,2024-04-05,2024-05-16,41,1540,2604,4386.792453,0.5936,0.0412
,,,,,,,,,,LE-Y0NS4HQK,YSL Beauty Mirage Fragrance,2,144.15,,,POP101137,3,12,3,5,LE-Y0NS4HQK,2024-02-20,2024-03-25,34,2457,2980,4439.147922,0.6713,0.0357
,,,,,,,,,,LE-QKE0EWVY,Shiseido Pearl Highlighter,4,88.84,,,POP101334,21,4,2,5,LE-QKE0EWVY,2025-01-09,2025-01-30,21,1149,2579,3248.929201,0.7938,0.1069
,,,,,,,,,,LE-FMZJRQR4,Huda Beauty Noir Foundation,5,86.83,,,POP101204,20,22,4,4,LE-FMZJRQR4,2025-02-19,2025-05-15,85,621,2900,4696.356275,0.6175,0.0549
,,,,,,,,,,LE-CW755HTH,Pat McGrath Labs Rouge Primer,4,68.35,,,POP101404,9,4,2,5,LE-CW755HTH,2025-05-21,2025-05-27,6,1090,2301,3477.932285,0.6616,0.3518
,,,,,,,,,,LE-D765EHRJ,Huda Beauty Pearl Blush,2,33.95,,,POP100440,20,22,2,5,LE-D765EHRJ,2024-09-16,2024-12-14,89,2396,3234,3509.876275,0.9214,0.0152
