event_id,parent_company,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,units_allocated,,sell_through_pct,,,"event_id is the unique identifier for each row, hence the PK"
POP101547,LVMH,Givenchy Beauty,North America,Los Angeles,Art/Design District,Shop-in-Shop,2024-04-29,2024-07-09,71,LE-V566VABJ,Givenchy Beauty Éclat Mascara,65.15,534,472,737,64.04,0.6404,,,
POP100785,Sisley,Sisley-Paris,Middle East,Dubai,Airport Duty-Free,Mall Kiosk,2025-02-20,2025-03-12,20,LE-5NSK7OKR,Sisley-Paris Satin Mascara,63.8,1674,1261,1641,76.84,0.7684,,,
POP101629,Estée Lauder Companies,Tom Ford Beauty,North America,New York,Department Store Atrium,Mall Kiosk,2025-02-24,2025-03-30,34,LE-6582YCV2,Tom Ford Beauty Velvet Mascara,36.65,681,3265,4481,72.86,0.7286,,,
POP101521,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2025-06-16,2025-08-02,47,LE-K8LU5RPJ,Clé de Peau Beauté Éclat Lipstick,60.58,1178,4093,4269,95.88,0.9588,,,
POP100410,Chanel Limited,Chanel,North America,Toronto,Department Store Atrium,Standalone Pop-Up,2025-05-17,2025-08-02,77,LE-JXZTAB8W,Chanel Satin Foundation,92.97,1512,3830,3830,100,1,,,
POP100974,L’Oréal Group,YSL Beauty,Middle East,Riyadh,Art/Design District,Mobile Pop-Up Truck,2024-05-25,2024-07-22,58,LE-Z69D6NXC,YSL Beauty Velvet Serum,195.83,1329,3334,3340,99.82,0.9982,,,
POP101151,Shiseido Company Limited,Clé de Peau Beauté,Latin America,Bogotá,High-Street,Mall Kiosk,2025-03-20,2025-06-11,83,LE-5H1THLY8,Clé de Peau Beauté Pearl Setting Powder,81.37,1503,1762,3467,50.82,0.5082,,,
POP102104,Estée Lauder Companies,MAC Cosmetics,North America,Los Angeles,Luxury Mall,Shop-in-Shop,2025-06-17,2025-06-28,11,LE-7S1JHTQI,MAC Cosmetics Rouge Foundation,97.8,897,3184,3461,92,0.92,,,
POP101785,Private ,Huda Beauty,Latin America,São Paulo,Luxury Mall,Shop-in-Shop,2025-01-29,2025-03-02,32,LE-MQQYHP5E,Huda Beauty Velvet Fragrance,158.02,1300,2288,3962,57.75,0.5775,,,
POP100940,Estée Lauder Companies,Tom Ford Beauty,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2024-10-24,2024-10-28,4,LE-H32TZQX7,Tom Ford Beauty Velvet Blush,51.91,1045,2136,2294,93.11,0.9311,,,
POP101845,Unilever,Hourglass,North America,Los Angeles,High-Street,Flash Event,2024-12-30,2025-02-28,60,LE-DLD1G6Y9,Hourglass Noir Mascara,36.88,1769,2081,2403,86.6,0.866,,,
POP100817,LVMH,Dior,Middle East,Dubai,High-Street,Shop-in-Shop,2024-10-20,2025-01-15,87,LE-PA3G9DQA,Dior Satin Fragrance,110.19,2362,2268,2588,87.64,0.8764,,,
POP101793,Estée Lauder Companies,Tom Ford Beauty,North America,Chicago,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-13,2024-06-10,89,LE-Y1KDKHSW,Tom Ford Beauty Velvet Foundation,75.81,1906,2853,3144,90.74,0.9074,,,
POP101393,Estée Lauder Companies,Bobbi Brown,Asia-Pacific,Shanghai,Airport Duty-Free,Mall Kiosk,2024-11-19,2025-02-03,76,LE-CTX5FD5H,Bobbi Brown Velvet Primer,64.55,1295,3913,4324,90.49,0.9049,,,
POP101868,Unilever,Hourglass,North America,New York,Department Store Atrium,Standalone Pop-Up,2025-06-25,2025-08-07,43,LE-1MASM2F0,Hourglass Satin Foundation,106.84,1274,2144,4161,51.53,0.5153,,,
POP100275,Sisley,Sisley-Paris,Middle East,Abu Dhabi,Art/Design District,Mobile Pop-Up Truck,2024-12-21,2025-01-02,12,LE-QQS5MNEK,Sisley-Paris Lumière Fragrance,145.68,571,557,810,68.77,0.6877,,,
POP101640,Chanel Limited,Chanel,Europe,London,Art/Design District,Shop-in-Shop,2025-05-17,2025-07-13,57,LE-ZM0I59B9,Chanel Pearl Fragrance,381.82,1080,3849,4926,78.14,0.7814,,,
POP101303,Puig,Charlotte Tilbury,Middle East,Jeddah,Department Store Atrium,Flash Event,2025-05-21,2025-06-11,21,LE-HGOLEFFN,Charlotte Tilbury Éclat Eyeshadow Palette,51.07,915,2802,3563,78.64,0.7864,,,
POP100564,Private ,Huda Beauty,North America,Miami,High-Street,Shop-in-Shop,2024-07-10,2024-09-28,80,LE-MKKONVP8,Huda Beauty Pearl Eyeshadow Palette,60.88,1464,235,441,53.29,0.5329,,,
POP100120,Private ,Pat McGrath Labs,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-09,2025-04-25,47,LE-Z0180RQ9,Pat McGrath Labs Glow Fragrance,323.57,1709,1676,2023,82.85,0.8285,,,
POP101879,LVMH,Givenchy Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,2025-01-08,2025-04-05,87,LE-1M45SZKT,Givenchy Beauty Satin Eyeshadow Palette,82.26,2198,1192,2074,57.47,0.5747,,,
POP102086,LVMH,Guerlain,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,2024-11-27,2025-02-22,87,LE-BH9CEPR8,Guerlain Noir Foundation,115.38,923,2019,2645,76.33,0.7633,,,
POP100538,L’Oréal Group,Valentino Beauty,Middle East,Dubai,Department Store Atrium,Shop-in-Shop,2025-03-24,2025-05-05,42,LE-TGC7T3WB,Valentino Beauty Glow Blush,33.51,657,1247,2247,55.5,0.555,,,
POP100056,L’Oréal Group,Valentino Beauty,Europe,Milan,High-Street,Mall Kiosk,2025-02-09,2025-03-15,34,LE-ETXOUT0S,Valentino Beauty Satin Foundation,80.01,1136,4028,4028,100,1,,,
POP100247,L’Oréal Group,YSL Beauty,Latin America,São Paulo,Department Store Atrium,Flash Event,2025-06-01,2025-06-11,10,LE-96GP38W3,YSL Beauty Opulence Foundation,94.43,1146,3512,4544,77.29,0.7729,,,
POP100581,Shiseido Company Limited,Shiseido,Middle East,Dubai,Art/Design District,Standalone Pop-Up,2025-07-08,2025-07-21,13,LE-RXW8T4JE,Shiseido Glow Foundation,93.17,789,271,387,70.03,0.7003,,,
POP101332,Sisley,Sisley-Paris,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-07-12,2024-08-26,45,LE-00P2AUY1,Sisley-Paris Noir Mascara,31.71,940,3498,4331,80.77,0.8077,,,
POP100932,L’Oréal Group,Valentino Beauty,North America,Toronto,Luxury Mall,Flash Event,2024-09-17,2024-10-31,44,LE-JEK97CLR,Valentino Beauty Éclat Setting Powder,83.91,1742,2969,3641,81.54,0.8154,,,
POP101750,LVMH,Guerlain,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2024-09-15,2024-11-12,58,LE-BUTU4RLC,Guerlain Éclat Blush,33.48,918,3463,3567,97.08,0.9708,,,
POP101820,Sisley,Sisley-Paris,Europe,Madrid,Art/Design District,Flash Event,2025-06-07,2025-08-11,65,LE-MMQLTF34,Sisley-Paris Éclat Highlighter,55.97,868,1713,3572,47.96,0.4796,,,
POP101001,Puig,Charlotte Tilbury,Middle East,Riyadh,Airport Duty-Free,Standalone Pop-Up,2024-10-13,2024-11-08,26,LE-57DCP3TJ,Charlotte Tilbury Pearl Fragrance,316.58,2265,121,224,54.02,0.5402,,,
POP102102,Sisley,Sisley-Paris,Europe,Paris,High-Street,Shop-in-Shop,2024-06-01,2024-07-18,47,LE-5B8I3KVE,Sisley-Paris Velvet Fragrance,263.91,1256,2497,2906,85.93,0.8593,,,
POP100535,L’Oréal Group,Lancôme,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,2025-01-28,2025-03-11,42,LE-J5MVMJB0,Lancôme Opulence Foundation,70.19,1399,1904,2916,65.29,0.6529,,,
POP101309,Estée Lauder,Estée Lauder,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-08-06,2024-08-18,12,LE-5YMRAHBU,Estée Lauder Éclat Primer,59.55,1213,2959,3217,91.98,0.9198,,,
POP100857,Private ,Pat McGrath Labs,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2025-03-24,2025-05-12,49,LE-D88ZFXRJ,Pat McGrath Labs Mirage Foundation,119.78,952,2374,2797,84.88,0.8488,,,
POP100350,Unilever,Hourglass,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,2025-01-07,2025-01-23,16,LE-ZY0Q6OQ3,Hourglass Opulence Highlighter,36.11,1727,394,714,55.18,0.5518,,,
POP101753,L’Oréal Group,YSL Beauty,Europe,Madrid,Airport Duty-Free,Shop-in-Shop,2025-02-20,2025-05-06,75,LE-HS3ODSDL,YSL Beauty Noir Setting Powder,73.7,2445,569,993,57.3,0.573,,,
POP101112,Private ,Rare Beauty,North America,Chicago,Department Store Atrium,Flash Event,2025-06-25,2025-07-21,26,LE-2RGLMRD7,Rare Beauty Velvet Foundation,69.6,976,501,688,72.82,0.7282,,,
POP101117,Estée Lauder Companies,Bobbi Brown,Europe,Paris,Department Store Atrium,Shop-in-Shop,2025-05-19,2025-07-20,62,LE-SDP3KVXV,Bobbi Brown Opulence Foundation,96.29,821,661,763,86.63,0.8663,,,
POP100483,Estée Lauder Companies,Bobbi Brown,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,2024-07-21,2024-08-19,29,LE-0N596ZLV,Bobbi Brown Noir Setting Powder,57.09,1567,4206,4352,96.65,0.9665,,,
POP100741,LVMH,Fenty Beauty,Middle East,Doha,Art/Design District,Shop-in-Shop,2024-09-26,2024-11-28,63,LE-Y9TV7858,Fenty Beauty Glow Lipstick,34.29,930,1292,2961,43.63,0.4363,,,
POP100829,LVMH,Dior,Europe,Berlin,Airport Duty-Free,Standalone Pop-Up,2024-02-21,2024-03-01,9,LE-6OOB59H9,Dior Noir Eyeshadow Palette,90.96,2155,2899,4112,70.5,0.705,,,
POP100486,Private ,Pat McGrath Labs,Asia-Pacific,Hong Kong,Department Store Atrium,Flash Event,2025-05-22,2025-07-29,68,LE-YXGPPN0H,Pat McGrath Labs Éclat Serum,288.9,1774,1405,1766,79.56,0.7956,,,
POP101091,Estée Lauder Companies,Tom Ford Beauty,North America,,Airport Duty-Free,Shop-in-Shop,2025-01-28,2025-04-23,85,LE-ALYNHX6F,Tom Ford Beauty Satin Lipstick,51.34,1481,1393,1993,69.89,0.6989,,,
POP102125,Sisley,Sisley-Paris,Latin America,São Paulo,Art/Design District,Mobile Pop-Up Truck,2024-11-11,2025-01-22,72,LE-G36J4C64,Sisley-Paris Satin Lipstick,33.11,1246,1092,1452,75.21,0.7521,,,
POP101748,Private ,Rare Beauty,North America,Toronto,Airport Duty-Free,Mall Kiosk,2025-02-03,2025-04-10,66,LE-YIWYA4YO,Rare Beauty Éclat Mascara,54.47,882,993,1327,74.83,0.7483,,,
POP101655,Private ,Huda Beauty,Middle East,Doha,Department Store Atrium,Mall Kiosk,2024-07-13,2024-08-07,25,LE-OWEPOQZW,Huda Beauty Velvet Setting Powder,84.61,1509,163,208,78.37,0.7837,,,
POP101037,Chanel Limited,Chanel,Latin America,Lima,Luxury Mall,Standalone Pop-Up,2024-06-27,2024-07-13,16,LE-K1KK2EG0,Chanel Satin Mascara,56.12,1804,3612,4577,78.92,0.7892,,,
POP101052,Beiersdorf,La Prairie,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,2024-11-12,2024-12-10,28,LE-GF26ZKEG,La Prairie Noir Primer,75.9,1347,145,260,55.77,0.5577,,,
POP100069,LVMH,Guerlain,Asia-Pacific,Seoul,Luxury Mall,Flash Event,2024-07-22,2024-09-02,42,LE-X3AX470T,Guerlain Mirage Mascara,41.02,651,1045,1287,81.2,0.812,,,
POP101361,Estée Lauder Companies,NARS,North America,Toronto,Luxury Mall,Standalone Pop-Up,2024-11-29,2025-02-21,84,LE-UMFPCAXB,NARS Velvet Primer,53.87,1716,2474,3451,71.69,0.7169,,,
POP100914,Sisley,Sisley-Paris,Latin America,Bogotá,Art/Design District,Mobile Pop-Up Truck,2024-09-09,2024-11-27,79,LE-QO1YRSAJ,Sisley-Paris Noir Eyeshadow Palette,128.08,632,2845,3668,77.56,0.7756,,,
POP100233,Hermès International,Hermès Beauty,Europe,Berlin,High-Street,Standalone Pop-Up,2025-01-13,2025-04-12,89,LE-RLLWWXBW,Hermès Beauty Lumière Primer,68.38,1272,3538,4853,72.9,0.729,,,
POP100978,LVMH,Guerlain,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,2025-03-09,2025-03-22,13,LE-02NN5KPS,Guerlain Pearl Lipstick,70.69,612,2063,2171,95.03,0.9503,,,
POP100438,L’Oréal Group,YSL Beauty,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,2024-07-21,2024-08-16,26,LE-2FZ40A6M,YSL Beauty Rouge Setting Powder,71.17,1452,1270,2257,56.27,0.5627,,,
POP100458,Beiersdorf,La Prairie,North America,Miami,High-Street,Flash Event,2024-05-10,2024-07-10,61,LE-V12XD6VB,La Prairie Noir Highlighter,62.57,2714,767,942,81.42,0.8142,,,
POP100786,Estée Lauder,Estée Lauder,Asia-Pacific,Seoul,Airport Duty-Free,Mall Kiosk,2024-04-14,2024-06-27,74,LE-QJ20XHM6,Estée Lauder Mirage Setting Powder,75.3,810,564,738,76.42,0.7642,,,
POP100281,Estée Lauder Companies,MAC Cosmetics,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-02-18,2024-04-10,52,LE-KD8KBWA5,MAC Cosmetics Éclat Eyeshadow Palette,131.97,2223,2206,2494,88.45,0.8845,,,
POP100759,LVMH,Fenty Beauty,Middle East,Riyadh,Luxury Mall,Standalone Pop-Up,2025-01-25,2025-04-21,86,LE-OBA5RQLM,Fenty Beauty Opulence Foundation,114.56,1833,1426,2556,55.79,0.5579,,,
POP101914,L’Oréal Group,Valentino Beauty,Latin America,Mexico City,Airport Duty-Free,Standalone Pop-Up,2024-03-10,2024-05-05,56,LE-18DIP7TV,Valentino Beauty Rouge Blush,64.66,1541,2099,3200,65.59,0.6559,,,
POP101933,Private ,Pat McGrath Labs,North America,New York,Luxury Mall,Standalone Pop-Up,2024-11-06,2024-11-18,12,LE-0BBP153K,Pat McGrath Labs Noir Mascara,46.37,1876,2976,3191,93.26,0.9326,,,
POP100807,Estée Lauder Companies,Bobbi Brown,North America,Toronto,Luxury Mall,Mall Kiosk,2024-10-30,2024-11-10,11,LE-RDL5ICYY,Bobbi Brown Opulence Setting Powder,67.04,2017,464,711,65.26,0.6526,,,
POP101165,Private ,Rare Beauty,Europe,Berlin,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-17,2025-05-06,50,LE-XQLNOQU6,Rare Beauty Satin Mascara,43.7,951,443,688,64.39,0.6439,,,
POP100845,Estée Lauder Companies,NARS,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-20,2024-06-17,89,LE-GGW6BQ0L,NARS Éclat Fragrance,356.24,2335,2540,4757,53.39,0.5339,,,
POP101237,Private ,Huda Beauty,Asia-Pacific,Tokyo,High-Street,Standalone Pop-Up,2024-03-04,2024-05-27,84,LE-QGWNFSVT,Huda Beauty Éclat Mascara,39.86,2574,1519,2793,54.39,0.5439,,,
POP101113,Beiersdorf,La Prairie,Asia-Pacific,Shanghai,Airport Duty-Free,Flash Event,2024-04-01,2024-06-22,82,LE-ECQUTP99,La Prairie Mirage Primer,37.4,1178,242,434,55.76,0.5576,,,
POP101623,LVMH,Guerlain,Middle East,Doha,High-Street,Shop-in-Shop,2024-09-26,2024-11-18,53,LE-8SJKABW8,Guerlain Glow Fragrance,207.33,2365,463,798,58.02,0.5802,,,
POP101884,L’Oréal Group,Armani Beauty,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,2025-06-16,2025-07-19,33,LE-Q6YIOLEJ,Armani Beauty Glow Highlighter,58.39,1205,1168,1168,100,1,,,
POP100099,Estée Lauder Companies,MAC Cosmetics,North America,Los Angeles,Luxury Mall,Shop-in-Shop,2024-09-13,2024-11-12,60,LE-3EYRFOWJ,MAC Cosmetics Rouge Highlighter,52.46,1990,544,724,75.14,0.7514,,,
POP101873,Puig,Charlotte Tilbury,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,2024-08-26,2024-11-02,68,LE-DCWQLIV3,Charlotte Tilbury Satin Blush,69.55,1066,385,606,63.53,0.6353,,,
POP101302,Hermès International,Hermès Beauty,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,2025-01-28,2025-03-02,33,LE-XXOZ0LSO,Hermès Beauty Velvet Highlighter,89.41,1104,3631,4087,88.84,0.8884,,,
POP101709,Beiersdorf,La Prairie,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,2025-04-17,2025-07-16,90,LE-AI8PRQ45,La Prairie Velvet Blush,59.86,2418,4729,4874,97.03,0.9703,,,
POP100299,Private ,Huda Beauty,Asia-Pacific,Seoul,Luxury Mall,Flash Event,2025-06-29,2025-07-23,24,LE-XFBG3MN1,Huda Beauty Opulence Fragrance,170.04,875,2772,4896,56.62,0.5662,,,
POP100579,L’Oréal Group,Valentino Beauty,Asia-Pacific,Seoul,High-Street,Flash Event,2024-07-04,2024-08-14,41,LE-58KDK2UZ,Valentino Beauty Éclat Primer,50.04,2476,2886,3376,85.49,0.8549,,,
POP101619,L’Oréal Group,Valentino Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Mall Kiosk,2024-12-28,2025-03-09,71,LE-DCW5RADB,Valentino Beauty Rouge Fragrance,356.22,1936,2314,3608,64.14,0.6414,,,
POP101586,Private ,Rare Beauty,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-02-27,2024-03-26,28,LE-91SZ4PJC,Rare Beauty Éclat Eyeshadow Palette,120.63,920,1140,2699,42.24,0.4224,,,
POP100239,LVMH,Guerlain,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,2025-03-04,2025-05-29,86,LE-2EHHTDXK,Guerlain Mirage Mascara,44.18,2103,3253,3315,98.13,0.9813,,,
POP101511,L’Oréal Group,Armani Beauty,Middle East,Jeddah,High-Street,Mall Kiosk,2025-01-01,2025-03-19,77,LE-TLG4PQTQ,Armani Beauty Noir Setting Powder,79.66,1351,286,386,74.09,0.7409,,,
POP100124,L’Oréal Group,Valentino Beauty,Europe,Berlin,High-Street,Flash Event,2024-08-09,2024-09-27,49,LE-ZOYSGU1Z,Valentino Beauty Glow Mascara,67.05,2509,671,693,96.83,0.9683,,,
POP101448,Estée Lauder Companies,NARS,Middle East,Riyadh,High-Street,Mobile Pop-Up Truck,2024-09-25,2024-12-01,67,LE-Y2FRZWTX,NARS Pearl Fragrance,205.24,1100,2575,2612,98.58,0.9858,,,
POP101641,Estée Lauder Companies,NARS,Middle East,Doha,Art/Design District,Mall Kiosk,2025-03-18,2025-04-10,23,LE-RWX847OI,NARS Satin Primer,52.17,1211,2396,3122,76.75,0.7675,,,
POP100495,Estée Lauder Companies,MAC Cosmetics,Middle East,Jeddah,High-Street,Shop-in-Shop,2024-06-28,2024-09-04,68,LE-8U41MRNP,MAC Cosmetics Éclat Eyeshadow Palette,126.68,1159,1972,2276,86.64,0.8664,,,
POP101487,Unilever,Hourglass,Europe,Paris,Art/Design District,Shop-in-Shop,2025-05-09,2025-07-29,81,LE-P144IP5N,Hourglass Pearl Serum,290.08,1355,2712,3784,71.67,0.7167,,,
POP101220,LVMH,Guerlain,Latin America,Buenos Aires,High-Street,Standalone Pop-Up,2025-07-09,2025-08-07,29,LE-V94Y1RDZ,Guerlain Pearl Blush,52.46,1979,3379,4479,75.44,0.7544,,,
POP101608,LVMH,Fenty Beauty,North America,Miami,Department Store Atrium,Shop-in-Shop,2024-03-16,2024-06-12,88,LE-SZYWLGT1,Fenty Beauty Noir Serum,83.45,821,1158,1381,83.85,0.8385,,,
POP101128,Private ,Pat McGrath Labs,Latin America,Lima,High-Street,Standalone Pop-Up,2024-03-03,2024-05-04,62,LE-IWQWIQO3,Pat McGrath Labs Mirage Blush,31.59,2410,2722,4473,60.85,0.6085,,,
POP100354,Estée Lauder Companies,MAC Cosmetics,Europe,London,Department Store Atrium,Shop-in-Shop,2024-05-17,2024-05-29,12,LE-0F5T82YU,MAC Cosmetics Satin Highlighter,37.55,969,3014,3892,77.44,0.7744,,,
POP100065,Unilever,Hourglass,Europe,Madrid,High-Street,Mall Kiosk,2025-02-28,2025-03-08,8,LE-Z9CKW5SM,Hourglass Glow Setting Powder,43.87,1558,1275,1500,85,0.85,,,
POP102023,Shiseido Company Limited,Shiseido,Latin America,São Paulo,High-Street,Standalone Pop-Up,2024-08-03,2024-08-11,8,LE-YTWLJA4Q,Shiseido Glow Highlighter,40.38,2388,1145,1249,91.67,0.9167,,,
POP101100,Estée Lauder Companies,Bobbi Brown,Europe,Berlin,High-Street,Mall Kiosk,2025-03-10,2025-03-22,12,LE-H3BNJCVC,Bobbi Brown Éclat Blush,37.5,1572,1643,2264,72.57,0.7257,,,
POP102094,Private ,Rare Beauty,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2024-07-29,2024-08-27,29,LE-6FCRLJMF,Rare Beauty Lumière Highlighter,62.43,833,1613,3577,45.09,0.4509,,,
POP102057,Shiseido Company Limited,Shiseido,Latin America,Mexico City,Airport Duty-Free,Mall Kiosk,2025-03-21,2025-06-04,75,LE-AX57ZI8H,Shiseido Éclat Fragrance,245.8,2044,1834,3768,48.67,0.4867,,,
POP100712,L’Oréal Group,Lancôme,Middle East,Riyadh,Department Store Atrium,Flash Event,2024-07-09,2024-07-25,16,LE-Y31FRN1F,Lancôme Pearl Highlighter,88.84,1486,3303,4107,80.42,0.8042,,,
POP101161,L’Oréal Group,Armani Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,2025-05-20,2025-07-08,49,LE-AKWUKUQW,Armani Beauty Satin Lipstick,51.24,2069,3394,3577,94.88,0.9488,,,
POP102110,LVMH,Dior,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-06,2024-12-17,41,LE-XQADWINV,Dior Satin Mascara,51.78,1139,1439,2367,60.79,0.6079,,,
POP101804,L’Oréal Group,Lancôme,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-04-18,2024-04-28,10,LE-8XYFHZ2G,Lancôme Satin Highlighter,43.71,1341,2684,2727,98.42,0.9842,,,
POP100636,L’Oréal Group,Armani Beauty,Middle East,Abu Dhabi,Department Store Atrium,Standalone Pop-Up,2024-07-22,2024-09-06,46,LE-KZXOXH2G,Armani Beauty Velvet Lipstick,56.65,678,1726,2592,66.59,0.6659,,,
POP101281,L’Oréal Group,Lancôme,Europe,Berlin,Art/Design District,Shop-in-Shop,2024-10-06,2024-11-18,43,LE-RE0IVK9L,Lancôme Mirage Serum,236.98,698,2259,2931,77.07,0.7707,,,
POP100554,Estée Lauder,Estée Lauder,Middle East,Dubai,Art/Design District,Flash Event,2024-11-30,2025-01-28,59,LE-CU0LSV57,Estée Lauder Noir Lipstick,77.47,568,2622,3243,80.85,0.8085,,,
POP102069,Estée Lauder Companies,Bobbi Brown,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,2024-07-21,2024-08-07,17,LE-SNWBX47J,Bobbi Brown Noir Fragrance,160.28,1729,1954,3857,50.66,0.5066,,,
POP100618,Hermès International,Hermès Beauty,Europe,Paris,High-Street,Mall Kiosk,2024-12-20,2025-01-14,25,LE-WGIW9HWC,Hermès Beauty Glow Fragrance,303.11,2444,773,1776,43.52,0.4352,,,
POP101138,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Singapore,Art/Design District,Flash Event,2025-03-08,2025-04-08,31,LE-NDORXEMA,Clé de Peau Beauté Glow Eyeshadow Palette,94.54,1098,2579,2666,96.74,0.9674,,,
POP101583,L’Oréal Group,Lancôme,Asia-Pacific,Tokyo,Luxury Mall,Mall Kiosk,2025-06-06,2025-08-01,56,LE-J8LORTK7,Lancôme Glow Setting Powder,65.12,816,1079,1206,89.47,0.8947,,,
POP101473,LVMH,Fenty Beauty,Middle East,Dubai,Department Store Atrium,Mobile Pop-Up Truck,2024-07-04,2024-08-24,51,LE-AW83OLKB,Fenty Beauty Mirage Eyeshadow Palette,140.02,1770,192,213,90.14,0.9014,,,
POP101927,L’Oréal Group,Lancôme,Middle East,Dubai,High-Street,Standalone Pop-Up,2024-08-06,2024-09-01,26,LE-5IWXFJEM,Lancôme Velvet Foundation,106.54,1677,412,645,63.88,0.6388,,,
POP100596,L’Oréal Group,Armani Beauty,Middle East,Doha,Department Store Atrium,Flash Event,2025-05-21,2025-08-09,80,LE-BFFG2937,Armani Beauty Lumière Foundation,75.01,1468,3134,3258,96.19,0.9619,,,
POP100185,Private ,Pat McGrath Labs,Latin America,Lima,Airport Duty-Free,Standalone Pop-Up,2024-10-21,2024-11-21,31,LE-IL772NDC,Pat McGrath Labs Pearl Primer,78.33,1765,2714,3889,69.79,0.6979,,,
POP100637,Shiseido Company Limited,Shiseido,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,2025-01-24,2025-02-18,25,LE-J1PBTGUH,Shiseido Velvet Highlighter,81.51,883,571,613,93.15,0.9315,,,
POP100212,Estée Lauder Companies,NARS,North America,,Department Store Atrium,Mall Kiosk,2024-08-02,2024-08-12,10,LE-A8PT9WBM,NARS Noir Mascara,40.04,1707,1560,1799,86.71,0.8671,,,
POP101617,Shiseido Company Limited,Clé de Peau Beauté,Latin America,Buenos Aires,Department Store Atrium,Flash Event,2025-04-05,2025-06-12,68,LE-42JUCIY6,Clé de Peau Beauté Rouge Eyeshadow Palette,119.56,1760,663,1152,57.55,0.5755,,,
POP101749,Private ,Huda Beauty,Middle East,Doha,Luxury Mall,Mall Kiosk,2024-07-18,2024-09-12,56,LE-DK22L94Y,Huda Beauty Éclat Mascara,72.92,1473,1570,2086,75.26,0.7526,,,
POP101509,Hermès International,Hermès Beauty,Europe,Madrid,Art/Design District,Flash Event,2025-02-19,2025-03-08,17,LE-ZE0W4389,Hermès Beauty Éclat Lipstick,56.54,1112,577,899,64.18,0.6418,,,
POP100134,Estée Lauder Companies,NARS,Europe,Milan,Airport Duty-Free,Flash Event,2024-10-14,2024-11-09,26,LE-XP19SG22,NARS Satin Setting Powder,59.32,1237,4145,4490,92.32,0.9232,,,
POP100096,Sisley,Sisley-Paris,Latin America,Bogotá,Department Store Atrium,Standalone Pop-Up,2024-05-05,2024-06-27,53,LE-SO1U3PWD,Sisley-Paris Noir Mascara,45.95,1421,2024,3062,66.1,0.661,,,
POP102032,Private ,Pat McGrath Labs,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-06-05,2024-08-08,64,LE-EGTWQEOD,Pat McGrath Labs Rouge Serum,180.64,1720,1828,2823,64.75,0.6475,,,
POP101018,LVMH,Fenty Beauty,Asia-Pacific,Tokyo,High-Street,Shop-in-Shop,2024-03-05,2024-05-27,83,LE-K1K7THD4,Fenty Beauty Glow Blush,53.21,2323,1149,2710,42.4,0.424,,,
